DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-02,-15.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-03,9.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-04,18.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-05,7.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-06,9.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-07,19.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-08,2.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-09,-14.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-10,-15.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-11,-8.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2019-12,11.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-01,-10.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-02,-16.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-03,-48.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-04,-84.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-05,38.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-06,115.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-07,338.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-08,19.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-09,-27.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-10,-18.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-11,-28.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2020-12,0.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-01,0.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-02,-14.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-03,24.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-04,11.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-05,39.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-06,49.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-07,38.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-08,24.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-09,-19.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-10,-21.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-11,-17.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2021-12,16.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-01,-6.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-02,-19.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-03,28.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-04,29.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-05,17.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-06,6.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-07,16.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-08,7.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-09,-15.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-10,-14.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-11,-16.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2022-12,4.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2023-01,-1.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2023-02,-14.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2023-03,21.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2023-04,17.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2023-05,10.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2023-06,15.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AL,2023-07,17.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-02,-3.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-03,17.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-04,-0.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-05,3.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-06,6.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-07,2.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-08,-1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-09,-2.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-10,-3.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-11,-12.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2019-12,4.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-01,-0.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-02,-2.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-03,-44.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-04,-90.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-05,25.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-06,139.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-07,166.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-08,29.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-09,-11.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-10,-23.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-11,-41.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2020-12,-2.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-01,-8.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-02,-17.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-03,34.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-04,24.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-05,17.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-06,44.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-07,57.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-08,10.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-09,-3.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-10,-2.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-11,-15.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2021-12,-1.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-01,-7.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-02,-5.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-03,27.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-04,12.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-05,15.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-06,5.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-07,6.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-08,1.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-09,-2.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-10,-7.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-11,-17.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2022-12,7.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2023-01,0.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2023-02,-7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2023-03,18.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2023-04,3.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2023-05,9.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2023-06,2.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,AT,2023-07,5.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-02,-11.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-03,16.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-04,10.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-05,5.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-06,-0.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-07,8.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-08,-3.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-09,-2.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-10,-2.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-11,-12.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2019-12,-1.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-01,-2.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-02,-4.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-03,-28.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-04,-70.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-05,19.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-06,22.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-07,92.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-08,11.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-09,-17.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-10,-6.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-11,-14.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2020-12,5.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-01,-8.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-02,-17.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-03,7.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-04,12.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-05,17.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-06,36.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-07,41.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-08,3.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-09,-1.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-10,-1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-11,-5.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2021-12,-1.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-01,-16.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-02,-3.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-03,26.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-04,7.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-05,10.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-06,-2.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-07,13.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-08,-1.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-09,-5.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-10,-4.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-11,-14.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2022-12,-1.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2023-01,-4.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2023-02,-4.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2023-03,16.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2023-04,8.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2023-05,8.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2023-06,-0.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BE,2023-07,7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-02,-9.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-03,12.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-04,8.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-05,27.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-06,52.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-07,19.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-08,0.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-09,-23.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-10,-39.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-11,-18.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2019-12,5.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-01,1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-02,-6.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-03,-27.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-04,-73.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-05,63.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-06,64.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-07,101.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-08,7.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-09,-17.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-10,-23.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-11,-33.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2020-12,13.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-01,-13.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-02,-21.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-03,18.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-04,18.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-05,13.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-06,58.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-07,72.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-08,14.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-09,-22.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-10,-27.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-11,-25.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2021-12,13.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-01,-7.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-02,-14.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-03,17.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-04,28.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-05,15.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-06,28.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-07,26.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-08,-0.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-09,-18.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-10,-25.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-11,-21.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2022-12,8.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2023-01,1.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2023-02,-10.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2023-03,16.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2023-04,9.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2023-05,12.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2023-06,36.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,BG,2023-07,18.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-02,-5.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-03,11.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-04,-2.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-05,3.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-06,1.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-07,4.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-08,-3.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-09,-2.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-10,-2.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-11,-17.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2019-12,10.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-01,3.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-02,-4.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-03,-39.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-04,-90.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-05,46.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-06,122.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-07,142.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-08,17.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-09,-20.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-10,-15.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-11,-36.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2020-12,27.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-01,-5.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-02,-23.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-03,18.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-04,21.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-05,13.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-06,29.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_M1,CH,2021-07,63.3,
