DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,CZ,2023-07,-15.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-01,-4.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-02,-2.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-03,-43.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-04,-88.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-05,-87.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-06,-81.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-07,-64.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-08,-58.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-09,-60.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-10,-63.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-11,-70.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2020-12,-70.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-01,-73.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-02,-77.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-03,-73.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-04,-71.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-05,-69.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-06,-60.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-07,-44.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-08,-38.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-09,-39.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-10,-34.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-11,-30.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2021-12,-29.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-01,-42.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-02,-44.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-03,-36.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-04,-25.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-05,-22.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-06,-21.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-07,-24.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-08,-20.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-09,-23.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-10,-22.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-11,-22.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2022-12,-25.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2023-01,-30.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2023-02,-31.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2023-03,-28.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2023-04,-22.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2023-05,-20.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2023-06,-17.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DE,2023-07,-18.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-01,0.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-02,0.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-03,-45.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-04,-92.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-05,-92.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-06,-86.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-07,-67.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-08,-63.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-09,-63.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-10,-67.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-11,-74.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2020-12,-73.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-01,-78.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-02,-84.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-03,-82.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-04,-80.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-05,-79.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-06,-69.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-07,-46.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-08,-43.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-09,-40.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-10,-35.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-11,-28.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2021-12,-23.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-01,-38.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-02,-38.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-03,-32.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-04,-18.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-05,-16.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-06,-16.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-07,-15.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-08,-14.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-09,-15.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-10,-15.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-11,-18.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2022-12,-17.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2023-01,-19.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2023-02,-19.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2023-03,-17.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2023-04,-10.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2023-05,-10.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2023-06,-9.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,DK,2023-07,-6.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-01,-8.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-02,-1.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-03,-43.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-04,-91.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-05,-84.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-06,-74.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-07,-61.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-08,-60.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-09,-64.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-10,-70.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-11,-63.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2020-12,-64.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-01,-70.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-02,-73.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-03,-70.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-04,-68.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-05,-64.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-06,-57.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-07,-48.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-08,-44.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-09,-41.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-10,-38.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-11,-19.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2021-12,-15.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-01,-31.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-02,-34.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-03,-27.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-04,-23.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-05,-17.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-06,-23.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-07,-22.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-08,-23.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-09,-20.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-10,-20.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-11,-20.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2022-12,-22.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2023-01,-26.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2023-02,-25.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2023-03,-22.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2023-04,-30.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2023-05,-22.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2023-06,-27.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EE,2023-07,-25.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-01,1.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-02,3.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-03,-33.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-04,-88.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-05,-91.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-06,-86.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-07,-58.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-08,-42.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-09,-48.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-10,-47.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-11,-59.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2020-12,-63.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-01,-60.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-02,-62.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-03,-61.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-04,-70.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-05,-67.0,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-06,-44.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-07,-16.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-08,-7.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-09,-11.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-10,-0.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-11,-6.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2021-12,-8.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-01,-20.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-02,-19.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-03,-11.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-04,-4.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-05,-3.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-06,1.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-07,6.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-08,5.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-09,3.5,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-10,8.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-11,-2.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2022-12,-2.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2023-01,-1.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2023-02,-1.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2023-03,2.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2023-04,5.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2023-05,3.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2023-06,7.9,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,EL,2023-07,11.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-01,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-02,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-03,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-04,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-05,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-06,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-07,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-08,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-09,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-10,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-11,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2019-12,,z
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-01,-3.4,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-02,2.3,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-03,-42.8,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-04,-95.6,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-05,-95.1,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-06,-91.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-07,-63.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-08,-50.2,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-09,-63.7,
ESTAT:AVIA_TF_CM(1.0),09/08/23 23:00:00,M,PCH_SM_19,ES,2020-10,-68.6,
